user_id,full_name,email,phone_number,role,department,account_status
DGU0297,Generated User 0297,generated.user0297@hcmus.edu.vn,0970000297,student,Computer Science,active
DGU0298,Generated User 0298,generated.user0298@hcmus.edu.vn,0970000298,student,Computer Science,active
DGU0299,Generated User 0299,generated.user0299@hcmus.edu.vn,0970000299,student,Computer Science,active
DGU0300,Generated User 0300,generated.user0300@hcmus.edu.vn,0970000300,student,Computer Science,active
DGU0301,Generated User 0301,generated.user0301@hcmus.edu.vn,0970000301,student,Computer Science,active
DGU0302,Generated User 0302,generated.user0302@hcmus.edu.vn,0970000302,student,Computer Science,active
DGU0303,Generated User 0303,generated.user0303@hcmus.edu.vn,0970000303,student,Computer Science,active
DGU0304,Generated User 0304,generated.user0304@hcmus.edu.vn,0970000304,student,Computer Science,active
DGU0305,Generated User 0305,generated.user0305@hcmus.edu.vn,0970000305,student,Computer Science,active
DGU0306,Generated User 0306,generated.user0306@hcmus.edu.vn,0970000306,student,Computer Science,active
DGU0307,Generated User 0307,generated.user0307@hcmus.edu.vn,0970000307,student,Computer Science,active
DGU0308,Generated User 0308,generated.user0308@hcmus.edu.vn,0970000308,student,Computer Science,active
DGU0309,Generated User 0309,generated.user0309@hcmus.edu.vn,0970000309,student,Computer Science,active
DGU0310,Generated User 0310,generated.user0310@hcmus.edu.vn,0970000310,student,Computer Science,active
DGU0311,Generated User 0311,generated.user0311@hcmus.edu.vn,0970000311,student,Computer Science,active
DGU0312,Generated User 0312,generated.user0312@hcmus.edu.vn,0970000312,student,Computer Science,active
DGU0313,Generated User 0313,generated.user0313@hcmus.edu.vn,0970000313,student,Computer Science,active
DGU0314,Generated User 0314,generated.user0314@hcmus.edu.vn,0970000314,student,Computer Science,active
DGU0315,Generated User 0315,generated.user0315@hcmus.edu.vn,0970000315,student,Computer Science,active
DGU0316,Generated User 0316,generated.user0316@hcmus.edu.vn,0970000316,student,Computer Science,active
DGU0317,Generated User 0317,generated.user0317@hcmus.edu.vn,0970000317,student,Computer Science,active
DGU0318,Generated User 0318,generated.user0318@hcmus.edu.vn,0970000318,student,Computer Science,active
DGU0319,Generated User 0319,generated.user0319@hcmus.edu.vn,0970000319,student,Computer Science,active
DGU0320,Generated User 0320,generated.user0320@hcmus.edu.vn,0970000320,student,Computer Science,active
DGU0321,Generated User 0321,generated.user0321@hcmus.edu.vn,0970000321,student,Computer Science,active
DGU0322,Generated User 0322,generated.user0322@hcmus.edu.vn,0970000322,student,Computer Science,active
DGU0323,Generated User 0323,generated.user0323@hcmus.edu.vn,0970000323,student,Computer Science,active
DGU0324,Generated User 0324,generated.user0324@hcmus.edu.vn,0970000324,student,Computer Science,active
DGU0325,Generated User 0325,generated.user0325@hcmus.edu.vn,0970000325,student,Computer Science,active
DGU0326,Generated User 0326,generated.user0326@hcmus.edu.vn,0970000326,student,Computer Science,active
DGU0327,Generated User 0327,generated.user0327@hcmus.edu.vn,0970000327,student,Computer Science,active
DGU0328,Generated User 0328,generated.user0328@hcmus.edu.vn,0970000328,student,Computer Science,active
DGU0329,Generated User 0329,generated.user0329@hcmus.edu.vn,0970000329,student,Computer Science,active
DGU0330,Generated User 0330,generated.user0330@hcmus.edu.vn,0970000330,student,Computer Science,active
DGU0331,Generated User 0331,generated.user0331@hcmus.edu.vn,0970000331,student,Computer Science,active
DGU0332,Generated User 0332,generated.user0332@hcmus.edu.vn,0970000332,student,Computer Science,active
DGU0333,Generated User 0333,generated.user0333@hcmus.edu.vn,0970000333,student,Computer Science,active
DGU0334,Generated User 0334,generated.user0334@hcmus.edu.vn,0970000334,student,Computer Science,active
DGU0335,Generated User 0335,generated.user0335@hcmus.edu.vn,0970000335,student,Computer Science,active
DGU0336,Generated User 0336,generated.user0336@hcmus.edu.vn,0970000336,student,Computer Science,active
DGU0337,Generated User 0337,generated.user0337@hcmus.edu.vn,0970000337,student,Computer Science,active
DGU0338,Generated User 0338,generated.user0338@hcmus.edu.vn,0970000338,student,Computer Science,active
DGU0339,Generated User 0339,generated.user0339@hcmus.edu.vn,0970000339,student,Computer Science,active
DGU0340,Generated User 0340,generated.user0340@hcmus.edu.vn,0970000340,student,Computer Science,active
DGU0341,Generated User 0341,generated.user0341@hcmus.edu.vn,0970000341,student,Computer Science,active
DGU0342,Generated User 0342,generated.user0342@hcmus.edu.vn,0970000342,student,Computer Science,active
DGU0343,Generated User 0343,generated.user0343@hcmus.edu.vn,0970000343,student,Computer Science,active
DGU0344,Generated User 0344,generated.user0344@hcmus.edu.vn,0970000344,student,Computer Science,active
DGU0345,Generated User 0345,generated.user0345@hcmus.edu.vn,0970000345,student,Computer Science,active
DGU0346,Generated User 0346,generated.user0346@hcmus.edu.vn,0970000346,student,Computer Science,active
DGU0347,Generated User 0347,generated.user0347@hcmus.edu.vn,0970000347,student,Computer Science,active
DGU0348,Generated User 0348,generated.user0348@hcmus.edu.vn,0970000348,student,Computer Science,active
DGU0349,Generated User 0349,generated.user0349@hcmus.edu.vn,0970000349,student,Computer Science,active
DGU0350,Generated User 0350,generated.user0350@hcmus.edu.vn,0970000350,student,Computer Science,active
DGU0351,Generated User 0351,generated.user0351@hcmus.edu.vn,0970000351,student,Computer Science,active
DGU0352,Generated User 0352,generated.user0352@hcmus.edu.vn,0970000352,student,Computer Science,active
DGU0353,Generated User 0353,generated.user0353@hcmus.edu.vn,0970000353,student,Computer Science,active
DGU0354,Generated User 0354,generated.user0354@hcmus.edu.vn,0970000354,student,Computer Science,active
DGU0355,Generated User 0355,generated.user0355@hcmus.edu.vn,0970000355,student,Computer Science,active
DGU0356,Generated User 0356,generated.user0356@hcmus.edu.vn,0970000356,student,Computer Science,active
DGU0357,Generated User 0357,generated.user0357@hcmus.edu.vn,0970000357,student,Computer Science,active
DGU0358,Generated User 0358,generated.user0358@hcmus.edu.vn,0970000358,student,Computer Science,active
DGU0359,Generated User 0359,generated.user0359@hcmus.edu.vn,0970000359,student,Computer Science,active
DGU0360,Generated User 0360,generated.user0360@hcmus.edu.vn,0970000360,student,Computer Science,active
DGU0361,Generated User 0361,generated.user0361@hcmus.edu.vn,0970000361,student,Computer Science,active
DGU0362,Generated User 0362,generated.user0362@hcmus.edu.vn,0970000362,student,Computer Science,active
DGU0363,Generated User 0363,generated.user0363@hcmus.edu.vn,0970000363,student,Computer Science,active
DGU0364,Generated User 0364,generated.user0364@hcmus.edu.vn,0970000364,student,Computer Science,active
DGU0365,Generated User 0365,generated.user0365@hcmus.edu.vn,0970000365,student,Computer Science,active
DGU0366,Generated User 0366,generated.user0366@hcmus.edu.vn,0970000366,student,Computer Science,active
DGU0367,Generated User 0367,generated.user0367@hcmus.edu.vn,0970000367,student,Computer Science,active
DGU0368,Generated User 0368,generated.user0368@hcmus.edu.vn,0970000368,student,Computer Science,active
DGU0369,Generated User 0369,generated.user0369@hcmus.edu.vn,0970000369,student,Computer Science,active
DGU0370,Generated User 0370,generated.user0370@hcmus.edu.vn,0970000370,student,Computer Science,active
DGU0371,Generated User 0371,generated.user0371@hcmus.edu.vn,0970000371,student,Computer Science,active
DGU0372,Generated User 0372,generated.user0372@hcmus.edu.vn,0970000372,student,Computer Science,active
DGU0373,Generated User 0373,generated.user0373@hcmus.edu.vn,0970000373,student,Computer Science,active
DGU0374,Generated User 0374,generated.user0374@hcmus.edu.vn,0970000374,student,Computer Science,active
DGU0375,Generated User 0375,generated.user0375@hcmus.edu.vn,0970000375,student,Computer Science,active
DGU0376,Generated User 0376,generated.user0376@hcmus.edu.vn,0970000376,student,Computer Science,active
DGU0377,Generated User 0377,generated.user0377@hcmus.edu.vn,0970000377,student,Computer Science,active
DGU0378,Generated User 0378,generated.user0378@hcmus.edu.vn,0970000378,student,Computer Science,active
DGU0379,Generated User 0379,generated.user0379@hcmus.edu.vn,0970000379,student,Computer Science,active
DGU0380,Generated User 0380,generated.user0380@hcmus.edu.vn,0970000380,student,Computer Science,active
DGU0381,Generated User 0381,generated.user0381@hcmus.edu.vn,0970000381,student,Computer Science,active
DGU0382,Generated User 0382,generated.user0382@hcmus.edu.vn,0970000382,student,Computer Science,active
DGU0383,Generated User 0383,generated.user0383@hcmus.edu.vn,0970000383,student,Computer Science,active
DGU0384,Generated User 0384,generated.user0384@hcmus.edu.vn,0970000384,student,Computer Science,active
DGU0385,Generated User 0385,generated.user0385@hcmus.edu.vn,0970000385,student,Computer Science,active
DGU0386,Generated User 0386,generated.user0386@hcmus.edu.vn,0970000386,student,Computer Science,active
DGU0387,Generated User 0387,generated.user0387@hcmus.edu.vn,0970000387,student,Computer Science,active
DGU0388,Generated User 0388,generated.user0388@hcmus.edu.vn,0970000388,student,Computer Science,active
DGU0389,Generated User 0389,generated.user0389@hcmus.edu.vn,0970000389,student,Computer Science,active
DGU0390,Generated User 0390,generated.user0390@hcmus.edu.vn,0970000390,student,Computer Science,active
DGU0391,Generated User 0391,generated.user0391@hcmus.edu.vn,0970000391,student,Computer Science,active
DGU0392,Generated User 0392,generated.user0392@hcmus.edu.vn,0970000392,student,Computer Science,active
DGU0393,Generated User 0393,generated.user0393@hcmus.edu.vn,0970000393,student,Computer Science,active
DGU0394,Generated User 0394,generated.user0394@hcmus.edu.vn,0970000394,student,Computer Science,active
DGU0395,Generated User 0395,generated.user0395@hcmus.edu.vn,0970000395,student,Computer Science,active
DGU0396,Generated User 0396,generated.user0396@hcmus.edu.vn,0970000396,student,Computer Science,active
DGU0397,Generated User 0397,generated.user0397@hcmus.edu.vn,0970000397,student,Computer Science,active
DGU0398,Generated User 0398,generated.user0398@hcmus.edu.vn,0970000398,student,Computer Science,active
DGU0399,Generated User 0399,generated.user0399@hcmus.edu.vn,0970000399,student,Computer Science,active
DGU0400,Generated User 0400,generated.user0400@hcmus.edu.vn,0970000400,student,Computer Science,active
DGL0001,Generated User 0401,generated.user0401@hcmus.edu.vn,0970000401,lecturer,Computer Science,active
DGL0002,Generated User 0402,generated.user0402@hcmus.edu.vn,0970000402,lecturer,Computer Science,active
DGL0003,Generated User 0403,generated.user0403@hcmus.edu.vn,0970000403,lecturer,Computer Science,active
DGL0004,Generated User 0404,generated.user0404@hcmus.edu.vn,0970000404,lecturer,Computer Science,active
DGL0005,Generated User 0405,generated.user0405@hcmus.edu.vn,0970000405,lecturer,Computer Science,active
DGL0006,Generated User 0406,generated.user0406@hcmus.edu.vn,0970000406,lecturer,Computer Science,active
DGL0007,Generated User 0407,generated.user0407@hcmus.edu.vn,0970000407,lecturer,Computer Science,active
DGL0008,Generated User 0408,generated.user0408@hcmus.edu.vn,0970000408,lecturer,Computer Science,active
DGL0009,Generated User 0409,generated.user0409@hcmus.edu.vn,0970000409,lecturer,Computer Science,active
DGL0010,Generated User 0410,generated.user0410@hcmus.edu.vn,0970000410,lecturer,Computer Science,active
DGL0011,Generated User 0411,generated.user0411@hcmus.edu.vn,0970000411,lecturer,Computer Science,active
DGL0012,Generated User 0412,generated.user0412@hcmus.edu.vn,0970000412,lecturer,Computer Science,active
DGL0013,Generated User 0413,generated.user0413@hcmus.edu.vn,0970000413,lecturer,Computer Science,active
DGL0014,Generated User 0414,generated.user0414@hcmus.edu.vn,0970000414,lecturer,Computer Science,active
DGL0015,Generated User 0415,generated.user0415@hcmus.edu.vn,0970000415,lecturer,Computer Science,active
DGL0016,Generated User 0416,generated.user0416@hcmus.edu.vn,0970000416,lecturer,Computer Science,active
DGL0017,Generated User 0417,generated.user0417@hcmus.edu.vn,0970000417,lecturer,Computer Science,active
DGL0018,Generated User 0418,generated.user0418@hcmus.edu.vn,0970000418,lecturer,Computer Science,active
DGL0019,Generated User 0419,generated.user0419@hcmus.edu.vn,0970000419,lecturer,Computer Science,active
DGL0020,Generated User 0420,generated.user0420@hcmus.edu.vn,0970000420,lecturer,Computer Science,active
DGL0021,Generated User 0421,generated.user0421@hcmus.edu.vn,0970000421,lecturer,Computer Science,active
DGL0022,Generated User 0422,generated.user0422@hcmus.edu.vn,0970000422,lecturer,Computer Science,active
DGL0023,Generated User 0423,generated.user0423@hcmus.edu.vn,0970000423,lecturer,Computer Science,active
DGL0024,Generated User 0424,generated.user0424@hcmus.edu.vn,0970000424,lecturer,Computer Science,active
DGL0025,Generated User 0425,generated.user0425@hcmus.edu.vn,0970000425,lecturer,Computer Science,active
DGL0026,Generated User 0426,generated.user0426@hcmus.edu.vn,0970000426,lecturer,Computer Science,active
DGL0027,Generated User 0427,generated.user0427@hcmus.edu.vn,0970000427,lecturer,Computer Science,active
DGL0028,Generated User 0428,generated.user0428@hcmus.edu.vn,0970000428,lecturer,Computer Science,active
DGL0029,Generated User 0429,generated.user0429@hcmus.edu.vn,0970000429,lecturer,Computer Science,active
DGL0030,Generated User 0430,generated.user0430@hcmus.edu.vn,0970000430,lecturer,Computer Science,active
DGL0031,Generated User 0431,generated.user0431@hcmus.edu.vn,0970000431,lecturer,Computer Science,active
DGL0032,Generated User 0432,generated.user0432@hcmus.edu.vn,0970000432,lecturer,Computer Science,active
DGL0033,Generated User 0433,generated.user0433@hcmus.edu.vn,0970000433,lecturer,Computer Science,active
DGL0034,Generated User 0434,generated.user0434@hcmus.edu.vn,0970000434,lecturer,Computer Science,active
DGL0035,Generated User 0435,generated.user0435@hcmus.edu.vn,0970000435,lecturer,Computer Science,active
DGTA0001,Generated User 0436,generated.user0436@hcmus.edu.vn,0970000436,teaching assistant,Computer Science,active
DGTA0002,Generated User 0437,generated.user0437@hcmus.edu.vn,0970000437,teaching assistant,Computer Science,active
DGTA0003,Generated User 0438,generated.user0438@hcmus.edu.vn,0970000438,teaching assistant,Computer Science,active
DGTA0004,Generated User 0439,generated.user0439@hcmus.edu.vn,0970000439,teaching assistant,Computer Science,active
DGTA0005,Generated User 0440,generated.user0440@hcmus.edu.vn,0970000440,teaching assistant,Computer Science,active
DGTA0006,Generated User 0441,generated.user0441@hcmus.edu.vn,0970000441,teaching assistant,Computer Science,active
DGTA0007,Generated User 0442,generated.user0442@hcmus.edu.vn,0970000442,teaching assistant,Computer Science,active
DGTA0008,Generated User 0443,generated.user0443@hcmus.edu.vn,0970000443,teaching assistant,Computer Science,active
DGTA0009,Generated User 0444,generated.user0444@hcmus.edu.vn,0970000444,teaching assistant,Computer Science,active
DGTA0010,Generated User 0445,generated.user0445@hcmus.edu.vn,0970000445,teaching assistant,Computer Science,active
DGTA0011,Generated User 0446,generated.user0446@hcmus.edu.vn,0970000446,teaching assistant,Computer Science,active
DGTA0012,Generated User 0447,generated.user0447@hcmus.edu.vn,0970000447,teaching assistant,Computer Science,active
DGTA0013,Generated User 0448,generated.user0448@hcmus.edu.vn,0970000448,teaching assistant,Computer Science,active
DGTA0014,Generated User 0449,generated.user0449@hcmus.edu.vn,0970000449,teaching assistant,Computer Science,active
DGTA0015,Generated User 0450,generated.user0450@hcmus.edu.vn,0970000450,teaching assistant,Computer Science,active
DGTA0016,Generated User 0451,generated.user0451@hcmus.edu.vn,0970000451,teaching assistant,Computer Science,active
DGTA0017,Generated User 0452,generated.user0452@hcmus.edu.vn,0970000452,teaching assistant,Computer Science,active
DGTA0018,Generated User 0453,generated.user0453@hcmus.edu.vn,0970000453,teaching assistant,Computer Science,active
DGTA0019,Generated User 0454,generated.user0454@hcmus.edu.vn,0970000454,teaching assistant,Computer Science,active
DGTA0020,Generated User 0455,generated.user0455@hcmus.edu.vn,0970000455,teaching assistant,Computer Science,active
DGTA0021,Generated User 0456,generated.user0456@hcmus.edu.vn,0970000456,teaching assistant,Computer Science,active
DGTA0022,Generated User 0457,generated.user0457@hcmus.edu.vn,0970000457,teaching assistant,Computer Science,active
DGTA0023,Generated User 0458,generated.user0458@hcmus.edu.vn,0970000458,teaching assistant,Computer Science,active
DGTA0024,Generated User 0459,generated.user0459@hcmus.edu.vn,0970000459,teaching assistant,Computer Science,active
DGTA0025,Generated User 0460,generated.user0460@hcmus.edu.vn,0970000460,teaching assistant,Computer Science,active
DGDA0001,Generated User 0461,generated.user0461@hcmus.edu.vn,0970000461,department administrator,Computer Science,active
DGDA0002,Generated User 0462,generated.user0462@hcmus.edu.vn,0970000462,department administrator,Computer Science,active
DGDA0003,Generated User 0463,generated.user0463@hcmus.edu.vn,0970000463,department administrator,Computer Science,active
DGDA0004,Generated User 0464,generated.user0464@hcmus.edu.vn,0970000464,department administrator,Computer Science,active
DGDA0005,Generated User 0465,generated.user0465@hcmus.edu.vn,0970000465,department administrator,Computer Science,active
DGDA0006,Generated User 0466,generated.user0466@hcmus.edu.vn,0970000466,department administrator,Computer Science,active
DGDA0007,Generated User 0467,generated.user0467@hcmus.edu.vn,0970000467,department administrator,Computer Science,active
DGDA0008,Generated User 0468,generated.user0468@hcmus.edu.vn,0970000468,department administrator,Computer Science,active
DGDA0009,Generated User 0469,generated.user0469@hcmus.edu.vn,0970000469,department administrator,Computer Science,active
DGDA0010,Generated User 0470,generated.user0470@hcmus.edu.vn,0970000470,department administrator,Computer Science,active
DGFS0001,Generated User 0471,generated.user0471@hcmus.edu.vn,0970000471,facility staff,Facility Office,active
DGFS0002,Generated User 0472,generated.user0472@hcmus.edu.vn,0970000472,facility staff,Facility Office,active
DGFS0003,Generated User 0473,generated.user0473@hcmus.edu.vn,0970000473,facility staff,Facility Office,active
DGFS0004,Generated User 0474,generated.user0474@hcmus.edu.vn,0970000474,facility staff,Facility Office,active
DGFS0005,Generated User 0475,generated.user0475@hcmus.edu.vn,0970000475,facility staff,Facility Office,active
DGFS0006,Generated User 0476,generated.user0476@hcmus.edu.vn,0970000476,facility staff,Facility Office,active
DGFS0007,Generated User 0477,generated.user0477@hcmus.edu.vn,0970000477,facility staff,Facility Office,active
DGFS0008,Generated User 0478,generated.user0478@hcmus.edu.vn,0970000478,facility staff,Facility Office,active
DGFS0009,Generated User 0479,generated.user0479@hcmus.edu.vn,0970000479,facility staff,Facility Office,active
DGFS0010,Generated User 0480,generated.user0480@hcmus.edu.vn,0970000480,facility staff,Facility Office,active
DGFS0011,Generated User 0481,generated.user0481@hcmus.edu.vn,0970000481,facility staff,Facility Office,active
DGFS0012,Generated User 0482,generated.user0482@hcmus.edu.vn,0970000482,facility staff,Facility Office,active
DGFS0013,Generated User 0483,generated.user0483@hcmus.edu.vn,0970000483,facility staff,Facility Office,active
DGFS0014,Generated User 0484,generated.user0484@hcmus.edu.vn,0970000484,facility staff,Facility Office,active
DGFS0015,Generated User 0485,generated.user0485@hcmus.edu.vn,0970000485,facility staff,Facility Office,active
DGFS0016,Generated User 0486,generated.user0486@hcmus.edu.vn,0970000486,facility staff,Facility Office,active
DGFS0017,Generated User 0487,generated.user0487@hcmus.edu.vn,0970000487,facility staff,Facility Office,active
DGFS0018,Generated User 0488,generated.user0488@hcmus.edu.vn,0970000488,facility staff,Facility Office,active
DGFS0019,Generated User 0489,generated.user0489@hcmus.edu.vn,0970000489,facility staff,Facility Office,active
DGFS0020,Generated User 0490,generated.user0490@hcmus.edu.vn,0970000490,facility staff,Facility Office,active
DGFS0021,Generated User 0491,generated.user0491@hcmus.edu.vn,0970000491,facility staff,Facility Office,active
DGFS0022,Generated User 0492,generated.user0492@hcmus.edu.vn,0970000492,facility staff,Facility Office,active
DGFS0023,Generated User 0493,generated.user0493@hcmus.edu.vn,0970000493,facility staff,Facility Office,active
DGFS0024,Generated User 0494,generated.user0494@hcmus.edu.vn,0970000494,facility staff,Facility Office,active
DGFS0025,Generated User 0495,generated.user0495@hcmus.edu.vn,0970000495,facility staff,Facility Office,active
DGFM0001,Generated User 0496,generated.user0496@hcmus.edu.vn,0970000496,facility manager,Facility Office,active
DGFM0002,Generated User 0497,generated.user0497@hcmus.edu.vn,0970000497,facility manager,Facility Office,active
DGFM0003,Generated User 0498,generated.user0498@hcmus.edu.vn,0970000498,facility manager,Facility Office,active
DGFM0004,Generated User 0499,generated.user0499@hcmus.edu.vn,0970000499,facility manager,Facility Office,active
DGFM0005,Generated User 0500,generated.user0500@hcmus.edu.vn,0970000500,facility manager,Facility Office,active
